RecrutementID,CandidatID,PosteID,ConsultantID,EtapeID,DateID,MotifID,Statut,DureeEtapeJours
2486,136,185,19,3,2024-10-16,,Perdu,5
2487,673,144,36,5,2024-08-03,,En cours,5
2488,925,104,31,6,2024-12-11,,En cours,3
2489,751,134,1,4,2025-01-28,3,Perdu,4
2490,481,52,16,3,2024-11-21,,Perdu,4
2491,524,15,1,5,2024-05-19,3,Perdu,1
2492,260,170,4,5,2024-04-20,,Place,4
2493,661,193,24,5,2024-01-01,,En cours,4
2494,242,8,14,4,2025-02-01,,En cours,3
2495,342,11,5,4,2024-10-20,,En cours,6
2496,266,112,21,3,2025-01-09,,En cours,7
2497,336,9,23,3,2024-11-11,4,Place,1
2498,367,145,50,2,2024-06-21,,Perdu,4
2499,83,190,34,2,2024-02-28,,En cours,1
2500,718,56,20,4,2024-01-19,2,En cours,8
2501,441,59,24,3,2024-11-12,,En cours,9
2502,950,173,5,1,2024-05-01,3,Perdu,5
2503,181,72,20,1,2024-05-31,,En cours,9
2504,670,49,30,6,2024-11-30,1,Place,6
2505,180,17,2,3,2024-07-11,,En cours,8
2506,548,168,46,4,2025-01-15,5,En cours,9
2507,491,186,26,6,2024-08-06,,Place,6
2508,449,16,40,1,2024-11-28,3,Place,5
2509,655,161,14,6,2024-02-20,,En cours,7
2510,829,32,42,5,2024-06-07,2,En cours,2
2511,317,28,19,4,2024-03-14,3,Place,3
2512,850,77,47,3,2024-01-23,3,Perdu,5
2513,185,88,27,5,2025-01-31,,Perdu,2
2514,294,171,32,2,2024-07-26,,Perdu,5
2515,311,140,11,2,2024-05-21,3,Place,8
2516,954,29,50,6,2024-05-30,,Perdu,8
2517,119,117,10,2,2024-04-06,,En cours,9
2518,396,176,2,5,2024-02-19,,En cours,8
2519,425,133,22,6,2024-12-31,,Perdu,3
2520,801,46,42,4,2024-02-12,,En cours,7
2521,486,26,47,2,2024-06-02,,En cours,4
2522,967,91,43,6,2024-03-02,,Perdu,9
2523,741,95,28,5,2025-01-06,,En cours,2
2524,704,71,46,4,2024-03-23,3,Place,3
2525,753,22,25,1,2024-06-06,,En cours,9
2526,162,24,24,3,2024-10-28,4,Perdu,3
2527,450,106,10,3,2024-08-16,,Perdu,6
2528,587,189,40,2,2024-06-01,,En cours,3
2529,209,120,16,3,2024-08-13,,En cours,3
2530,119,88,10,1,2024-06-23,,En cours,7
2531,136,187,19,5,2024-04-25,,Perdu,8
2532,790,139,31,3,2024-08-27,,Perdu,3
2533,657,144,14,5,2024-05-26,,En cours,9
2534,282,116,18,3,2025-01-19,,En cours,1
2535,738,153,17,5,2024-07-04,,Place,1
2536,696,101,30,5,2024-10-29,3,En cours,9
2537,817,125,36,1,2024-04-03,,Place,1
2538,911,124,34,3,2024-09-15,,En cours,3
2539,883,151,8,5,2024-08-11,,En cours,2
2540,182,180,18,4,2024-10-24,1,Perdu,3
2541,770,59,33,2,2024-07-03,,En cours,1
2542,393,140,11,5,2024-10-14,,Place,4
2543,404,7,4,2,2024-01-24,2,Perdu,3
2544,648,107,17,6,2024-10-03,,Perdu,2
2545,603,180,34,5,2024-10-28,1,Perdu,7
2546,420,130,34,2,2024-07-17,,Perdu,1
2547,1000,54,7,2,2024-01-14,4,Perdu,5
2548,175,122,34,6,2024-08-14,,Perdu,3
2549,97,72,10,4,2024-11-08,,Place,6
2550,30,87,38,5,2024-07-03,,Perdu,4
2551,815,46,29,5,2024-02-07,,En cours,5
2552,407,125,7,1,2024-06-06,,En cours,8
2553,438,40,18,5,2025-02-01,,En cours,2
2554,650,89,41,3,2024-04-18,,En cours,4
2555,436,188,22,6,2024-07-30,1,En cours,6
2556,574,152,35,2,2024-05-22,,En cours,7
2557,59,83,38,1,2024-10-11,1,En cours,5
2558,157,194,2,4,2024-06-20,,Place,7
2559,933,3,47,4,2024-06-02,,Perdu,8
2560,451,192,17,4,2024-08-19,1,En cours,8
2561,168,71,40,2,2024-08-16,3,Place,6
2562,370,165,24,3,2024-07-18,2,Place,9
2563,335,190,29,6,2024-04-13,,Place,1
2564,275,121,19,5,2024-02-13,,En cours,5
2565,294,123,43,6,2024-10-03,4,En cours,8
2566,730,150,6,2,2024-05-15,,En cours,1
2567,107,48,45,6,2024-09-02,,Perdu,8
2568,310,36,11,3,2024-05-30,,Perdu,1
2569,468,69,45,6,2024-12-07,,Perdu,8
2570,541,96,2,6,2024-10-09,2,Perdu,2
2571,881,149,1,1,2024-06-10,4,Place,7
2572,924,52,5,6,2024-05-13,4,Perdu,8
2573,298,113,28,4,2024-10-26,,Place,8
2574,540,1,14,5,2024-01-04,,Place,6
2575,23,7,30,4,2024-01-24,,En cours,9
2576,618,194,41,2,2024-02-03,,Place,2
2577,153,171,2,6,2024-05-18,,En cours,3
2578,74,173,27,1,2024-07-17,4,En cours,2
2579,672,66,37,5,2024-04-27,,Place,7
2580,179,103,22,2,2024-03-16,,En cours,9
2581,478,135,47,5,2024-05-05,,En cours,9
2582,101,51,34,3,2024-07-16,,Place,5
2583,746,149,2,2,2024-04-28,,En cours,2
2584,765,139,28,2,2024-08-17,,En cours,2
2585,575,82,20,2,2024-06-01,,En cours,6
2586,836,87,7,6,2025-01-08,,Perdu,9
2587,437,62,48,5,2025-01-31,2,En cours,9
2588,187,161,12,5,2024-09-19,1,En cours,7
2589,152,198,5,4,2024-08-09,3,Place,8
2590,220,200,12,3,2024-01-13,,En cours,5
2591,201,155,42,6,2024-09-06,,Perdu,2
2592,324,70,30,2,2024-06-01,,En cours,5
2593,215,157,41,6,2024-04-25,5,Perdu,1
2594,592,49,24,3,2024-11-13,,Perdu,7
2595,149,180,6,3,2024-01-17,,En cours,3
2596,622,54,20,3,2024-04-14,5,En cours,4
2597,335,81,10,5,2024-11-05,5,En cours,1
2598,687,19,28,5,2025-01-04,,En cours,9
2599,513,17,14,5,2024-07-24,2,En cours,4
2600,906,79,49,1,2024-07-30,,En cours,8
2601,440,111,19,1,2025-01-21,,En cours,5
2602,296,4,16,6,2024-02-06,,En cours,6
2603,590,170,50,6,2024-07-11,5,En cours,5
2604,659,23,27,1,2024-04-06,,Place,7
2605,440,200,9,6,2024-07-09,2,En cours,2
2606,560,55,25,2,2024-12-28,,Perdu,9
2607,471,76,13,6,2024-08-26,,Perdu,4
2608,306,32,36,6,2025-01-31,,En cours,1
2609,314,165,29,4,2024-07-21,1,En cours,9
2610,908,147,37,2,2024-12-11,4,En cours,1
2611,676,16,48,5,2024-03-08,1,Perdu,5
2612,96,22,37,1,2024-05-08,1,En cours,8
2613,963,122,18,3,2024-04-19,,En cours,4
2614,713,174,11,4,2024-11-03,5,Place,2
2615,51,22,27,1,2024-07-24,,Perdu,3
2616,728,45,23,3,2024-03-29,,En cours,7
2617,590,110,16,5,2024-03-10,,Place,6
2618,916,22,41,1,2024-06-02,,En cours,5
2619,490,61,46,3,2024-03-02,,En cours,5
2620,519,3,20,1,2024-10-05,,En cours,3
2621,315,100,35,4,2024-12-05,,Place,9
2622,322,144,50,1,2025-01-22,4,En cours,3
2623,618,83,1,2,2024-04-04,4,Perdu,8
2624,828,52,19,4,2024-06-24,,Perdu,7
2625,891,85,37,2,2024-07-20,5,Perdu,1
2626,771,102,25,2,2024-07-17,,En cours,2
2627,610,34,40,6,2024-06-30,,En cours,5
2628,501,23,24,5,2024-03-29,4,Perdu,2
2629,340,37,4,1,2024-02-14,,En cours,8
2630,768,198,22,6,2024-06-10,2,Perdu,4
2631,319,145,21,3,2024-02-06,,En cours,8
2632,268,26,43,1,2024-01-26,,Perdu,2
2633,868,61,8,6,2024-07-28,,Perdu,1
2634,590,83,8,3,2024-12-09,5,Perdu,6
2635,355,37,8,2,2024-08-04,,En cours,8
2636,866,171,29,1,2024-01-10,,En cours,9
2637,963,189,50,6,2024-12-02,,En cours,8
2638,318,49,31,2,2024-09-30,,En cours,7
2639,522,4,41,4,2024-05-01,,Perdu,1
2640,484,54,43,2,2024-04-19,2,En cours,6
2641,702,117,31,6,2024-12-25,,En cours,7
2642,952,162,31,5,2024-07-09,,En cours,4
2643,549,68,13,4,2024-02-26,,En cours,9
2644,799,55,49,3,2024-04-22,,Perdu,9
2645,596,50,40,4,2024-04-15,1,Perdu,8
2646,888,1,44,3,2024-06-09,3,En cours,8
2647,405,3,50,6,2024-05-18,,En cours,6
2648,386,86,18,5,2024-08-06,,Perdu,8
2649,423,124,8,1,2024-05-09,,Perdu,1
2650,997,3,43,5,2024-09-13,4,Place,3
2651,612,41,24,2,2024-07-16,5,Place,6
2652,153,182,48,2,2025-01-11,1,Place,2
2653,41,199,35,3,2024-11-27,,Place,8
2654,519,129,13,2,2024-05-12,,Place,2
2655,806,105,18,6,2024-01-17,5,Perdu,4
2656,480,117,31,6,2024-08-21,,Perdu,3
2657,561,75,20,1,2024-05-15,,Perdu,5
2658,799,41,15,2,2024-12-26,4,En cours,1
2659,517,76,11,3,2024-06-11,2,En cours,8
2660,909,140,33,5,2024-04-26,,Place,8
2661,638,133,2,4,2024-05-15,,Perdu,7
2662,732,136,5,5,2024-12-12,4,En cours,2
2663,782,122,3,1,2024-02-15,,En cours,3
2664,627,13,37,4,2025-01-18,4,En cours,3
2665,51,126,2,2,2024-04-03,,En cours,6
2666,428,177,21,2,2024-12-04,1,Perdu,8
2667,142,130,7,5,2024-08-05,4,Perdu,8
2668,511,116,30,1,2024-08-15,,En cours,9
2669,144,45,2,1,2024-03-22,,En cours,7
2670,510,159,2,3,2024-10-15,,En cours,2
2671,344,91,21,5,2024-09-16,2,En cours,4
2672,21,53,35,4,2024-07-11,,En cours,3
2673,125,98,6,1,2024-07-02,,Perdu,1
2674,504,25,25,5,2024-08-26,3,En cours,8
2675,79,186,41,3,2024-07-07,4,Place,6
2676,856,141,32,5,2025-01-24,4,Perdu,9
2677,759,66,38,2,2024-01-17,,En cours,8
2678,710,159,16,6,2024-04-10,5,En cours,6
2679,173,11,48,2,2024-12-06,3,En cours,1
2680,796,78,8,6,2024-11-13,,En cours,4
2681,635,131,31,3,2024-05-19,5,Place,5
2682,391,5,22,5,2024-07-21,,Perdu,7
2683,1,142,2,4,2024-01-11,4,Perdu,6
2684,529,164,48,1,2024-03-11,2,Perdu,8
2685,796,119,36,1,2025-01-12,,Place,1
2686,34,42,12,3,2024-09-14,,Place,2
2687,53,150,3,2,2024-01-16,,En cours,9
2688,383,68,34,4,2024-11-12,,En cours,4
2689,512,148,28,1,2024-06-10,,En cours,8
2690,475,126,3,4,2024-08-15,3,En cours,8
2691,427,19,50,2,2024-12-08,,Perdu,2
2692,256,20,36,2,2024-11-30,,En cours,7
2693,60,4,24,3,2024-02-24,,Perdu,2
2694,32,15,12,4,2024-05-26,,En cours,2
2695,99,60,14,3,2024-04-19,,Perdu,3
2696,691,6,23,3,2024-12-31,,En cours,7
2697,786,188,3,3,2024-11-08,,En cours,1
2698,436,184,19,3,2024-09-16,,Place,7
2699,78,35,11,3,2024-01-24,3,En cours,4
2700,416,63,6,6,2024-11-17,,Perdu,3
2701,986,149,7,4,2024-08-12,,Place,3
2702,250,133,18,3,2024-04-19,2,En cours,4
2703,492,117,20,5,2024-06-26,5,En cours,4
2704,538,198,18,4,2024-06-27,,En cours,3
2705,330,126,35,6,2024-04-28,3,En cours,5
2706,439,134,27,4,2024-12-29,2,Place,9
2707,472,101,10,2,2025-01-01,4,Place,5
2708,474,106,49,4,2024-01-21,,En cours,2
2709,718,59,37,5,2025-01-09,,Perdu,6
2710,581,105,24,2,2024-06-10,,Place,8
2711,54,184,3,2,2024-11-15,2,En cours,6
2712,7,76,46,4,2024-11-08,3,En cours,5
2713,411,27,38,6,2024-08-27,,Place,7
2714,908,120,24,3,2024-10-24,,Perdu,8
2715,37,158,9,4,2024-09-29,,En cours,1
2716,72,192,6,4,2024-12-06,,En cours,9
2717,680,109,15,4,2024-06-18,4,En cours,9
2718,451,158,12,1,2024-10-22,,Perdu,9
2719,231,51,11,3,2025-01-26,,Perdu,5
2720,208,85,21,6,2025-01-13,,En cours,8
2721,666,84,3,6,2024-02-29,4,Perdu,1
2722,524,67,17,5,2024-07-18,3,En cours,4
2723,639,144,44,1,2024-07-23,,Perdu,8
2724,281,177,44,3,2024-09-06,,Perdu,3
2725,527,66,1,1,2024-09-15,3,En cours,7
2726,861,28,34,2,2024-12-05,4,En cours,3
2727,317,166,50,6,2024-07-31,,En cours,6
2728,397,170,29,3,2024-10-07,,Perdu,6
2729,164,187,20,2,2024-12-25,,Perdu,8
2730,639,52,25,5,2024-02-10,,En cours,4
2731,33,144,11,5,2024-09-14,,Place,8
2732,249,144,20,4,2024-05-26,5,Place,4
2733,714,159,47,5,2024-12-28,,En cours,4
2734,20,162,31,5,2024-08-09,4,En cours,1
2735,990,191,22,4,2024-08-29,,Perdu,1
2736,405,96,7,6,2024-10-28,,En cours,7
2737,399,16,46,2,2024-04-06,,Place,1
2738,537,39,9,3,2024-08-05,,Perdu,2
2739,640,178,37,4,2024-11-05,3,En cours,2
2740,460,169,16,5,2024-11-07,,En cours,4
2741,885,3,14,3,2024-04-01,,En cours,2
2742,963,74,9,3,2024-12-01,4,En cours,6
2743,201,50,19,1,2024-03-06,,En cours,8
2744,707,65,34,4,2024-04-16,,Place,5
2745,301,128,21,1,2024-12-08,4,Perdu,6
2746,996,103,2,3,2024-09-03,,Place,9
2747,254,97,14,3,2024-08-04,,En cours,9
2748,296,88,9,5,2024-08-10,,En cours,6
2749,715,129,21,3,2025-01-22,,Place,1
2750,790,137,46,1,2024-03-31,,En cours,8
2751,129,9,49,4,2024-04-29,4,En cours,7
2752,556,28,50,2,2024-07-14,,Place,3
2753,346,69,6,3,2024-12-04,5,Perdu,2
2754,612,88,25,2,2024-08-07,,Place,2
2755,557,200,3,1,2024-10-17,,En cours,3
2756,986,179,25,6,2024-11-22,,Perdu,7
2757,934,130,29,2,2024-12-22,,En cours,9
2758,654,8,39,4,2024-07-03,,En cours,2
2759,680,21,17,5,2024-07-02,3,En cours,4
2760,899,92,2,3,2024-02-02,3,Place,8
2761,184,118,23,6,2024-02-02,1,En cours,1
2762,726,133,22,3,2024-07-13,,Perdu,9
2763,773,29,32,6,2024-10-26,3,Place,1
2764,128,178,5,3,2024-12-01,,Perdu,3
2765,882,99,31,1,2024-06-12,1,En cours,1
2766,700,119,21,6,2024-08-16,1,Perdu,7
2767,348,8,37,6,2024-11-21,,En cours,4
2768,485,165,50,6,2024-05-07,,En cours,4
2769,490,109,12,1,2024-03-04,4,En cours,5
2770,919,45,38,6,2025-01-03,,Perdu,3
2771,970,64,7,3,2024-08-06,1,Perdu,7
2772,807,71,50,6,2024-03-03,5,Place,4
2773,653,6,25,6,2024-04-10,,En cours,8
2774,105,189,38,2,2024-05-10,,En cours,6
2775,915,161,39,3,2024-03-21,,En cours,7
2776,134,178,31,2,2024-06-23,2,Place,9
2777,167,71,20,2,2024-11-21,,Place,5
2778,70,112,38,4,2024-10-22,,Place,3
2779,948,92,24,3,2025-01-01,,En cours,7
2780,494,96,33,4,2024-11-30,5,En cours,7
2781,236,118,31,5,2024-05-04,4,Perdu,5
2782,81,91,24,2,2024-01-24,,En cours,4
2783,412,155,6,1,2024-03-01,5,En cours,9
2784,724,12,15,5,2024-11-12,,En cours,3
2785,995,39,47,2,2024-05-16,5,En cours,1
2786,553,179,27,2,2024-10-15,,En cours,6
2787,608,177,32,4,2024-07-02,,Place,1
2788,836,164,13,2,2024-12-23,4,Perdu,7
2789,902,74,36,2,2024-07-22,,Perdu,8
2790,280,92,25,2,2024-12-26,,En cours,7
2791,992,6,11,4,2024-04-10,1,Perdu,3
2792,520,56,8,6,2024-11-07,,En cours,9
2793,931,146,20,6,2024-07-28,,En cours,1
2794,118,69,29,5,2024-03-17,,En cours,1
2795,98,97,15,6,2024-04-03,,En cours,3
2796,885,25,13,4,2024-05-05,,Place,5
2797,673,100,14,3,2024-03-02,,Place,7
2798,176,145,15,5,2025-01-09,,En cours,3
2799,895,115,37,2,2024-03-26,2,Perdu,9
2800,103,112,25,5,2024-08-27,,En cours,8
2801,683,183,24,6,2024-08-16,,En cours,3
2802,206,47,9,3,2024-08-03,,Perdu,1
2803,71,60,28,4,2024-09-07,,Perdu,7
2804,807,125,49,5,2025-01-01,,Perdu,2
2805,848,97,38,5,2025-01-22,,En cours,3
2806,106,196,23,2,2024-12-15,,Perdu,7
2807,94,12,16,6,2024-07-02,,En cours,2
2808,615,25,18,4,2024-10-17,,En cours,4
2809,29,69,2,1,2024-03-15,,En cours,9
2810,747,92,2,1,2024-12-18,3,En cours,7
2811,916,179,39,5,2024-03-19,1,En cours,6
2812,752,99,43,3,2024-02-15,5,En cours,9
2813,231,88,49,1,2024-11-27,,Perdu,7
2814,191,34,32,4,2024-10-30,,En cours,5
2815,681,87,47,4,2024-02-25,,En cours,6
2816,62,107,21,1,2025-01-21,,Place,5
2817,538,117,13,3,2024-02-14,,Place,4
2818,449,122,13,3,2024-01-20,,En cours,9
2819,745,86,12,5,2025-01-17,,En cours,6
2820,203,32,38,4,2024-03-30,1,En cours,7
2821,763,31,1,1,2024-04-03,,Place,4
2822,700,31,48,4,2024-11-13,,En cours,2
2823,239,124,39,6,2024-08-30,,En cours,2
2824,357,172,20,1,2024-07-27,,Perdu,8
2825,67,177,36,6,2025-01-30,,Perdu,5
2826,450,63,7,1,2024-02-04,,En cours,5
2827,261,16,22,4,2025-01-05,,En cours,2
2828,114,127,6,3,2024-04-17,,En cours,8
2829,560,8,6,5,2024-09-06,5,En cours,3
2830,568,126,1,6,2024-05-09,,En cours,6
2831,86,77,40,6,2024-04-27,,Place,4
2832,186,168,38,6,2024-05-08,,Perdu,3
2833,83,126,45,5,2024-08-11,,Perdu,2
2834,679,148,50,2,2024-12-17,,Perdu,8
2835,339,82,49,3,2024-02-14,5,Perdu,1
2836,72,169,50,5,2024-09-21,,En cours,1
2837,192,106,1,2,2024-12-10,,Perdu,3
2838,976,126,40,4,2024-10-20,5,En cours,8
2839,256,73,37,4,2025-01-27,,En cours,7
2840,685,90,9,6,2024-01-06,,En cours,8
2841,469,169,7,1,2024-05-25,,Perdu,2
2842,182,79,49,1,2024-06-20,,Perdu,9
2843,308,5,45,1,2024-08-02,5,En cours,2
2844,15,76,17,4,2024-05-07,,En cours,1
2845,747,79,4,4,2024-04-11,2,Place,5
2846,335,84,17,4,2024-12-06,,En cours,4
2847,500,15,1,2,2024-04-03,2,En cours,3
2848,153,26,35,2,2025-01-16,3,Perdu,2
2849,825,65,20,3,2024-01-15,3,Perdu,3
2850,219,85,3,1,2024-06-18,3,En cours,4
2851,567,6,49,5,2024-08-31,1,En cours,6
2852,873,78,42,1,2025-01-24,,Place,4
2853,714,65,46,5,2024-11-01,,En cours,3
2854,604,7,50,3,2024-01-06,,Place,6
2855,889,51,1,6,2024-10-26,,Perdu,6
2856,177,56,39,5,2024-05-10,,Place,4
2857,964,29,40,3,2024-12-09,1,En cours,1
2858,557,151,40,5,2024-11-05,1,En cours,9
2859,410,15,14,1,2024-03-17,5,En cours,5
2860,256,116,20,2,2024-05-24,,En cours,3
2861,745,134,47,3,2024-11-24,2,En cours,7
2862,977,162,4,6,2025-01-03,1,En cours,4
2863,691,110,33,5,2024-08-29,5,En cours,2
2864,33,109,40,3,2024-03-28,2,Perdu,7
2865,470,153,40,2,2024-06-04,,En cours,1
2866,733,171,30,6,2024-11-14,,En cours,3
2867,398,43,39,4,2024-08-27,5,En cours,6
2868,773,160,46,1,2024-03-21,1,Perdu,7
2869,708,93,39,2,2024-04-24,2,En cours,9
2870,68,20,6,6,2024-03-19,2,Perdu,7
2871,558,123,13,6,2024-07-06,1,En cours,3
2872,172,196,16,6,2024-06-27,1,Perdu,7
2873,487,29,18,1,2024-08-04,4,Perdu,7
2874,385,3,19,5,2025-01-12,4,Perdu,7
2875,807,184,11,1,2024-09-17,,Perdu,7
2876,869,120,35,5,2024-08-22,,Place,8
2877,462,44,6,6,2024-05-26,,En cours,6
2878,537,159,40,3,2024-09-11,,En cours,9
2879,627,79,33,2,2025-01-17,3,Place,6
2880,656,67,49,5,2024-01-04,3,Place,1
2881,636,58,1,1,2024-05-19,,Perdu,2
2882,784,120,15,4,2024-01-23,,En cours,5
2883,982,27,45,2,2024-03-22,,En cours,4
2884,829,73,25,3,2024-01-27,3,Place,8
2885,135,62,29,5,2024-08-24,,Perdu,7
2886,477,13,2,6,2024-11-23,,En cours,1
2887,462,153,39,3,2025-01-11,,En cours,5
2888,509,2,13,2,2024-04-04,,Perdu,5
2889,529,192,49,6,2024-10-06,,Perdu,9
2890,719,19,19,3,2024-05-11,3,Place,6
2891,422,72,10,2,2024-05-06,4,En cours,2
2892,264,20,30,6,2024-08-31,,En cours,2
2893,458,74,24,6,2024-09-28,,En cours,3
2894,855,123,24,2,2024-08-21,,En cours,4
2895,312,18,48,1,2024-02-09,,En cours,1
2896,21,106,19,1,2024-06-13,,En cours,8
2897,977,155,20,4,2024-04-24,,En cours,1
2898,196,92,32,2,2024-01-02,,En cours,1
2899,603,23,9,4,2024-01-17,3,Place,2
2900,801,139,42,5,2024-06-28,,En cours,2
2901,275,38,12,1,2024-02-10,3,En cours,6
2902,341,4,13,6,2024-10-22,,Perdu,8
2903,281,88,1,1,2024-01-23,,En cours,9
2904,150,55,18,1,2024-04-04,,Perdu,8
2905,153,6,30,5,2025-01-29,,Place,7
2906,187,156,36,4,2024-10-10,,Perdu,6
2907,459,120,45,6,2024-08-10,3,En cours,3
2908,531,182,39,4,2024-01-07,4,Place,4
2909,16,97,17,3,2024-01-18,,Place,8
2910,847,88,42,5,2024-12-29,,Place,1
2911,676,169,10,5,2024-11-15,,En cours,8
2912,71,17,11,5,2025-01-15,2,Perdu,8
2913,843,73,18,3,2024-11-19,,Perdu,1
2914,31,160,27,6,2024-01-01,,En cours,3
2915,561,59,11,2,2024-11-18,4,En cours,3
2916,466,178,46,3,2024-07-02,3,Place,9
2917,503,57,14,2,2024-10-03,,En cours,4
2918,957,83,20,2,2024-06-14,,Place,7
2919,928,180,31,2,2024-10-15,,Place,6
2920,280,49,22,4,2024-12-02,,En cours,1
2921,580,194,21,5,2025-01-24,,En cours,7
2922,960,9,50,3,2024-08-04,2,Place,6
2923,729,54,22,6,2024-04-21,,En cours,8
2924,888,119,6,3,2024-09-01,4,Perdu,9
2925,435,119,37,3,2024-07-18,,En cours,6
2926,284,182,36,1,2024-03-22,2,En cours,8
2927,511,192,11,6,2024-10-16,,En cours,2
2928,817,136,43,1,2024-01-31,,En cours,6
2929,929,132,20,1,2024-06-10,,Place,6
2930,686,64,8,6,2024-10-03,1,En cours,2
2931,707,162,9,4,2025-01-03,,En cours,5
2932,512,129,36,1,2024-09-05,,Perdu,7
2933,320,5,11,3,2025-01-26,2,Place,4
2934,423,167,24,4,2024-11-28,1,En cours,6
2935,498,72,37,1,2024-04-04,,Perdu,7
2936,816,96,43,5,2024-12-03,,En cours,6
2937,556,98,25,5,2024-05-14,,Place,4
2938,794,164,46,1,2024-09-09,,Perdu,3
2939,28,54,16,4,2024-03-21,,Place,6
2940,757,79,44,2,2024-08-03,,Perdu,9
2941,508,8,13,5,2024-09-28,,Place,5
2942,999,70,4,3,2024-12-31,,En cours,5
2943,472,18,37,2,2025-01-12,,Perdu,9
2944,479,117,38,4,2024-11-16,,Perdu,3
2945,128,179,47,3,2024-08-11,,En cours,8
2946,807,93,47,3,2024-12-18,2,Place,3
2947,702,183,6,6,2024-02-12,1,Perdu,3
2948,863,196,32,4,2025-02-02,,Place,3
2949,93,11,36,3,2024-03-22,4,En cours,1
2950,212,104,31,2,2024-06-10,,Place,5
2951,877,106,1,4,2024-12-29,,En cours,4
2952,43,78,3,1,2024-10-13,,Place,3
2953,509,167,34,6,2024-12-05,,En cours,7
2954,405,79,43,1,2024-10-02,,Perdu,5
2955,940,12,9,5,2024-08-28,3,En cours,2
2956,857,110,3,3,2024-03-10,,Perdu,2
2957,897,41,21,5,2025-02-02,,En cours,8
2958,290,71,16,3,2024-09-11,,Place,3
2959,588,101,50,1,2024-09-24,,Place,4
2960,701,145,47,6,2024-06-20,1,En cours,2
2961,968,56,28,5,2025-01-15,,Place,8
2962,8,77,48,1,2024-06-29,2,Perdu,4
2963,978,14,12,1,2024-03-17,,En cours,7
2964,356,77,50,4,2024-03-13,,En cours,4
2965,129,117,23,6,2024-10-06,,En cours,8
2966,616,124,24,4,2024-10-24,1,En cours,4
2967,782,59,3,1,2024-03-23,,Perdu,9
2968,130,13,9,5,2024-10-06,,Perdu,7
2969,41,116,10,3,2025-02-03,,En cours,5
2970,897,132,25,4,2024-07-31,,Place,5
2971,934,18,10,3,2025-01-23,,En cours,6
2972,157,101,6,1,2024-03-03,5,Place,7
2973,905,20,31,1,2024-06-10,,Place,7
2974,910,91,44,4,2024-08-10,,Perdu,1
2975,998,129,4,4,2024-05-23,,Perdu,3
2976,217,144,29,2,2024-02-10,,En cours,4
2977,579,143,49,1,2024-07-02,,Place,5
2978,995,152,21,5,2024-05-15,1,Perdu,1
2979,903,49,10,1,2024-03-22,,Place,2
2980,605,170,4,2,2024-05-28,,En cours,5
2981,198,70,47,3,2024-06-16,,Perdu,5
2982,85,75,21,5,2024-12-19,,En cours,6
2983,260,158,6,6,2024-07-15,5,Perdu,1
2984,66,66,44,4,2024-06-15,,Perdu,8
2985,196,15,41,6,2024-06-04,2,En cours,3
2986,75,143,36,4,2024-08-27,,En cours,5
2987,763,133,5,6,2024-04-20,,En cours,9
2988,590,117,5,2,2024-12-15,3,En cours,4
2989,518,29,11,1,2024-06-16,,En cours,3
2990,810,127,8,5,2024-06-19,3,En cours,3
2991,411,40,27,6,2024-01-26,,En cours,6
2992,403,112,20,5,2024-12-19,,Perdu,9
2993,207,102,39,3,2024-07-07,4,Perdu,6
2994,445,155,6,3,2024-02-24,,En cours,2
2995,175,196,37,1,2024-03-09,5,En cours,9
2996,590,39,47,3,2024-05-25,4,Perdu,1
2997,998,23,7,5,2024-11-08,,En cours,4
2998,534,112,33,1,2024-02-07,,En cours,2
2999,300,191,26,3,2024-02-18,2,En cours,1
3000,689,32,5,2,2024-08-12,,Place,9
3001,821,98,15,3,2024-07-18,1,En cours,1
3002,472,82,40,5,2025-01-17,,Place,9
3003,251,64,44,6,2024-10-27,,En cours,5
3004,714,133,19,3,2024-09-19,,En cours,3
3005,188,60,6,5,2024-05-14,1,En cours,8
3006,998,99,13,5,2024-09-07,1,Perdu,1
3007,318,170,43,6,2024-08-21,,Perdu,7
3008,351,76,29,5,2024-04-21,,Perdu,7
3009,727,5,22,4,2024-05-28,,Place,4
3010,13,177,1,5,2025-01-07,,Perdu,3
3011,203,55,40,2,2024-08-03,,En cours,1
3012,126,155,24,5,2024-07-07,,Perdu,1
3013,392,153,28,5,2024-11-14,,En cours,1
3014,554,106,43,4,2024-04-16,,Perdu,5
3015,180,18,29,1,2024-03-28,,Place,5
3016,345,191,47,4,2025-01-30,,En cours,4
3017,773,137,28,5,2024-11-17,,En cours,7
3018,940,85,18,2,2024-06-18,5,Perdu,4
3019,15,171,47,5,2025-01-13,,En cours,8
3020,628,158,33,6,2024-05-28,,En cours,6
3021,26,153,39,4,2024-09-27,4,Perdu,9
3022,521,34,12,6,2024-01-14,,En cours,7
3023,880,127,34,6,2024-10-06,2,En cours,2
3024,799,58,29,3,2024-03-12,,Perdu,6
3025,233,16,6,6,2024-04-06,,En cours,6
3026,259,68,13,6,2024-11-19,,En cours,1
3027,784,21,46,1,2024-03-23,,Place,1
3028,820,22,29,6,2024-07-12,,En cours,1
3029,281,146,39,1,2025-01-03,,En cours,2
3030,4,101,9,3,2025-01-16,,Place,8
3031,445,80,11,6,2024-06-26,,En cours,3
3032,620,39,48,5,2024-02-03,2,Place,2
3033,444,155,22,2,2024-04-24,,Perdu,5
