ContratID,CandidatID,PosteID,ClientID,TypeContratID,StatutContratID,DateDebut,DateFin,TauxJournalier,DureeJours,MontantTotal
795,478,192,11,4,2,2024-07-05,2024-09-16,127844,73,9332612
796,993,82,79,2,3,2024-11-20,2025-02-17,117088,89,10420832
797,840,134,90,4,3,2024-02-16,2024-04-09,67992,53,3603576
798,961,118,46,2,2,2024-08-04,2025-04-14,149480,253,37818440
799,742,15,11,3,2,2024-07-19,2025-02-22,106998,218,23325564
800,508,159,21,3,2,2024-04-06,2024-06-09,119967,64,7677888
801,660,72,51,4,1,2024-05-30,2025-02-25,72155,271,19554005
802,500,96,80,4,3,2024-06-21,2024-09-21,82988,92,7634896
803,42,61,52,4,2,2024-01-13,2024-08-29,71895,229,16463955
804,117,200,48,1,3,2024-06-23,2025-04-18,117800,299,35222200
805,555,111,61,1,2,2024-03-03,2024-09-06,127797,187,23898039
806,660,128,97,4,1,2024-05-25,2024-10-16,133282,144,19192608
807,254,105,79,1,3,2024-04-11,2025-04-07,69876,361,25225236
808,32,62,16,4,1,2024-10-02,2025-08-24,122220,326,39843720
809,70,118,20,3,3,2024-12-16,2025-11-23,112021,342,38311182
810,315,159,36,2,2,2024-02-10,2024-05-07,31530,87,2743110
811,862,20,28,1,2,2024-04-03,2024-08-12,125400,131,16427400
812,419,31,74,1,1,2024-02-28,2024-08-18,45779,172,7873988
813,974,33,100,4,1,2024-06-25,2024-09-25,45427,92,4179284
814,894,188,58,1,1,2024-05-15,2024-11-03,42857,172,7371404
815,859,116,90,3,3,2024-06-15,2024-10-14,95894,121,11603174
816,969,69,44,1,1,2024-01-26,2024-08-20,33819,207,7000533
817,243,40,69,2,1,2024-11-13,2025-08-31,90549,291,26349759
818,974,138,71,1,1,2024-12-26,2025-06-25,115742,181,20949302
819,924,105,30,3,2,2024-11-28,2025-09-21,94260,297,27995220
820,799,126,74,1,2,2024-06-29,2024-12-19,62084,173,10740532
821,193,144,54,3,2,2024-08-31,2025-03-31,70078,212,14856536
822,290,20,58,4,3,2024-01-19,2024-06-18,116634,151,17611734
823,653,136,26,3,2,2024-08-10,2024-10-10,70744,61,4315384
824,46,145,32,3,3,2024-08-09,2024-09-13,109931,35,3847585
825,822,56,86,4,1,2024-09-25,2024-12-31,112512,97,10913664
826,426,63,62,4,2,2024-10-12,2025-06-27,92833,258,23950914
827,22,119,14,3,1,2024-01-01,2024-03-07,74639,66,4926174
828,298,77,55,3,1,2024-05-28,2024-12-19,37165,205,7618825
829,396,187,62,2,3,2024-06-26,2024-09-13,119335,79,9427465
830,656,20,80,3,3,2024-06-24,2024-12-09,66636,168,11194848
831,603,34,86,1,2,2024-07-19,2024-11-26,84573,130,10994490
832,372,163,66,4,2,2024-09-12,2024-12-29,33253,108,3591324
833,620,137,2,4,1,2024-08-02,2025-03-10,119062,220,26193640
834,891,173,50,2,3,2024-03-26,2025-03-20,139202,359,49973518
835,351,5,21,4,1,2024-08-30,2025-05-28,135414,271,36697194
836,375,27,2,3,2,2024-08-06,2024-12-02,67036,118,7910248
837,102,168,93,4,3,2024-03-13,2025-02-20,40678,344,13993232
838,378,163,17,4,3,2024-08-18,2025-08-23,41393,370,15315410
839,285,166,25,3,3,2024-07-09,2025-05-14,75612,309,23364108
840,760,180,34,4,1,2024-10-20,2025-02-07,30302,110,3333220
841,114,47,47,2,1,2024-05-23,2024-08-23,51478,92,4735976
842,591,20,61,2,3,2024-11-21,2025-12-15,103381,389,40215209
843,773,60,32,1,2,2024-07-14,2025-07-07,35029,358,12540382
844,256,200,80,4,3,2024-12-09,2025-06-12,104516,185,19335460
845,68,104,16,2,3,2024-02-07,2024-08-24,134133,199,26692467
846,677,1,96,3,2,2024-02-16,2024-09-30,149391,227,33911757
847,589,149,86,1,1,2024-03-20,2025-03-13,146601,358,52483158
848,563,169,60,2,3,2024-10-24,2025-03-13,64633,140,9048620
849,880,25,5,3,1,2024-07-03,2025-04-09,107480,280,30094400
850,105,112,73,2,1,2024-09-03,2025-09-15,35583,377,13414791
851,198,149,71,3,2,2024-01-08,2024-05-27,58611,140,8205540
852,468,192,63,2,1,2024-05-15,2024-09-26,123525,134,16552350
853,563,122,29,3,1,2024-05-08,2024-07-26,54596,79,4313084
854,919,68,44,2,3,2024-12-02,2025-09-28,66549,300,19964700
855,619,183,42,2,1,2024-02-08,2024-06-17,79252,130,10302760
856,212,73,61,1,2,2024-11-09,2024-12-16,69679,37,2578123
857,852,127,34,3,2,2024-05-14,2024-12-15,118734,215,25527810
858,415,169,41,1,1,2024-10-09,2025-06-02,138928,236,32787008
859,869,107,91,3,3,2024-04-16,2024-05-22,94609,36,3405924
860,276,143,46,4,1,2024-01-21,2024-11-20,99044,304,30109376
861,792,169,60,2,2,2024-09-04,2025-04-28,117820,236,27805520
862,537,121,92,4,1,2024-03-05,2024-09-25,78041,204,15920364
863,556,85,95,2,2,2024-02-23,2024-07-29,84542,157,13273094
864,976,129,57,4,1,2024-12-01,2025-08-26,144066,268,38609688
865,155,81,27,3,3,2024-03-23,2025-01-24,76225,307,23401075
866,310,137,11,3,2,2024-12-24,2025-11-03,61834,314,19415876
867,184,17,86,2,1,2024-05-07,2024-10-27,32530,173,5627690
868,833,10,53,4,1,2024-04-11,2024-11-12,32577,215,7004055
869,851,95,57,3,2,2024-06-14,2024-10-15,122255,123,15037365
870,839,24,96,2,2,2024-04-11,2024-07-30,57705,110,6347550
871,239,147,38,4,1,2024-12-04,2025-11-18,118846,349,41477254
872,260,37,11,2,2,2024-08-10,2025-02-02,35295,176,6211920
873,403,100,68,4,3,2024-09-28,2025-02-06,125410,131,16428710
874,773,36,98,2,3,2024-01-28,2024-11-23,78929,300,23678700
875,752,185,17,4,3,2024-03-28,2025-01-09,127910,287,36710170
876,989,169,99,2,3,2024-08-05,2024-12-13,129727,130,16864510
877,785,1,55,3,1,2024-06-26,2024-09-28,98456,94,9254864
878,955,79,57,3,1,2024-12-19,2025-09-08,147021,263,38666523
879,267,189,96,3,1,2024-09-20,2025-09-24,143493,369,52948917
880,606,98,34,2,1,2024-04-18,2024-07-11,114038,84,9579192
881,534,169,75,1,1,2024-06-14,2024-10-10,89050,118,10507900
882,152,18,1,4,1,2024-09-28,2025-10-07,141133,374,52783742
883,948,86,68,1,3,2024-05-29,2025-03-26,146339,301,44048039
884,120,175,2,1,2,2024-07-10,2025-03-20,79023,253,19992819
885,855,39,1,4,1,2024-10-18,2025-03-21,68926,154,10614604
886,267,3,39,1,2,2024-04-14,2024-11-03,66325,203,13463975
887,222,147,38,4,2,2024-02-06,2024-05-15,142233,99,14081067
888,602,17,79,2,1,2024-05-30,2025-04-25,48507,330,16007310
889,468,61,90,3,3,2024-03-21,2024-10-22,30379,215,6531485
890,387,163,95,1,3,2024-07-20,2025-06-09,90105,324,29194020
891,904,179,63,3,3,2024-11-07,2025-10-27,144161,354,51032994
892,700,27,16,4,3,2024-10-04,2024-12-09,69232,66,4569312
893,609,100,68,3,3,2024-09-23,2025-09-07,90542,349,31599158
894,788,159,49,3,1,2024-07-16,2024-12-06,42904,143,6135272
895,804,79,53,3,3,2024-11-20,2025-04-20,128443,151,19394893
896,181,71,51,2,1,2024-12-03,2025-06-20,141829,199,28223971
897,442,109,89,3,2,2024-10-03,2025-02-20,106092,140,14852880
898,906,156,39,3,3,2024-02-12,2024-07-16,44844,155,6950820
899,815,9,97,1,3,2024-04-18,2025-01-29,41746,286,11939356
900,61,11,54,2,3,2024-12-15,2025-05-11,118768,147,17458896
901,247,22,69,3,3,2024-01-27,2024-10-07,45402,254,11532108
902,265,69,93,1,1,2024-07-19,2024-12-26,38169,160,6107040
903,514,56,82,2,2,2024-08-21,2025-01-18,136816,150,20522400
904,815,97,44,2,2,2024-05-23,2024-08-13,93253,82,7646746
905,484,61,21,3,1,2024-09-13,2025-08-28,101406,349,35390694
906,184,126,14,2,1,2024-01-28,2024-04-11,110976,74,8212224
907,558,65,37,4,2,2024-03-20,2024-11-09,71355,234,16697070
908,221,168,67,3,2,2024-04-18,2024-08-22,58144,126,7326144
909,679,62,80,3,3,2024-03-03,2025-04-02,92303,395,36459685
910,976,49,4,4,3,2024-06-08,2024-08-02,39077,55,2149235
911,633,173,47,1,3,2024-06-19,2024-12-23,65420,187,12233540
912,913,132,95,2,1,2024-12-08,2025-07-14,101203,218,22062254
913,545,10,83,1,2,2024-06-26,2025-07-26,143159,395,56547805
914,813,31,94,3,1,2024-10-03,2024-12-28,102348,86,8801928
915,941,10,96,2,3,2024-02-02,2025-01-05,120176,338,40619488
916,174,160,10,3,2,2024-01-22,2024-03-16,67437,54,3641598
917,666,126,69,4,2,2024-05-24,2024-10-08,36846,137,5047902
918,256,187,56,2,2,2024-04-29,2025-04-03,75143,339,25473477
919,85,66,48,2,1,2024-12-03,2025-05-21,112935,169,19086015
920,236,10,80,2,3,2024-06-28,2025-03-02,35472,247,8761584
921,143,92,94,2,2,2024-06-26,2024-12-17,133927,174,23303298
922,190,16,47,2,2,2024-11-06,2025-11-03,65494,362,23708828
923,7,29,65,2,3,2024-11-11,2025-01-14,112518,64,7201152
924,971,158,48,2,3,2024-10-10,2025-11-07,135912,393,53413416
925,441,76,64,2,2,2024-06-08,2024-10-02,103372,116,11991152
926,167,177,98,2,3,2024-03-19,2024-11-23,50555,249,12588195
927,344,103,82,2,3,2024-01-13,2024-05-18,60679,126,7645554
928,747,130,24,2,2,2024-01-19,2024-12-08,86166,324,27917784
929,633,167,87,3,1,2024-10-24,2025-08-10,147482,290,42769780
930,52,93,53,2,1,2024-02-18,2024-05-17,111219,89,9898491
931,148,64,59,1,1,2024-05-31,2024-09-29,103985,121,12582185
932,544,154,12,4,1,2024-07-02,2025-04-16,126345,288,36387360
933,970,167,45,4,1,2024-07-21,2025-02-21,46973,215,10099195
934,71,60,31,2,2,2024-02-02,2024-09-22,39737,233,9258721
935,863,165,9,3,3,2024-07-10,2024-12-22,100002,165,16500330
936,62,199,86,4,1,2024-04-01,2025-01-06,101020,280,28285600
937,496,39,13,2,1,2024-05-04,2025-05-12,60890,373,22711970
938,231,170,72,1,1,2024-10-26,2025-01-02,105274,68,7158632
939,424,18,75,2,1,2024-06-17,2025-03-30,48369,286,13833534
940,926,178,62,2,1,2024-05-26,2025-06-06,53685,376,20185560
941,216,179,85,2,2,2024-01-06,2024-04-27,137271,112,15374352
942,639,171,12,3,3,2024-12-29,2025-07-01,33701,184,6200984
943,334,70,2,2,3,2024-08-04,2025-03-31,96933,239,23166987
944,652,187,86,3,3,2024-10-02,2025-08-15,131324,317,41629708
945,55,111,19,1,1,2024-06-07,2025-03-18,115556,284,32817904
946,298,13,30,4,3,2024-04-06,2025-05-07,82808,396,32791968
947,958,170,69,2,2,2024-04-09,2024-12-01,67730,236,15984280
948,724,182,54,2,3,2024-01-03,2024-12-21,37293,353,13164429
949,937,61,21,1,2,2024-11-20,2025-06-30,44913,222,9970686
950,682,50,24,2,3,2024-07-11,2024-12-03,99363,145,14407635
951,186,114,84,4,2,2024-05-08,2025-02-11,93418,279,26063622
952,462,72,53,3,2,2024-09-14,2025-03-11,75229,178,13390762
953,878,128,93,3,1,2024-02-17,2024-11-16,65096,273,17771208
954,683,75,57,3,2,2024-06-20,2025-03-17,39624,270,10698480
955,521,44,67,2,1,2024-06-08,2024-08-04,44783,57,2552631
956,868,47,35,4,3,2024-11-26,2025-07-13,64453,229,14759737
957,114,132,3,2,3,2024-10-18,2024-11-21,140847,34,4788798
958,961,88,51,4,3,2024-10-07,2025-04-06,69219,181,12528639
959,127,4,74,4,2,2024-04-04,2025-01-02,43886,273,11980878
960,997,102,41,1,3,2024-07-08,2025-04-05,98988,271,26825748
961,805,158,87,1,3,2024-12-23,2025-03-01,45181,68,3072308
962,489,30,70,4,2,2024-01-07,2025-01-07,78400,366,28694400
963,477,49,51,1,3,2024-08-25,2025-06-24,117357,303,35559171
964,33,72,55,3,3,2024-05-03,2024-09-24,42839,144,6168816
965,317,186,23,1,1,2024-09-27,2025-04-11,140745,196,27586020
966,230,70,88,3,2,2024-06-29,2024-09-14,106240,77,8180480
967,707,168,6,3,1,2024-09-12,2025-02-23,139722,164,22914408
968,197,135,5,2,2,2024-04-01,2025-01-06,117455,280,32887400
969,806,199,79,4,2,2024-11-18,2025-11-09,145901,356,51940756
970,301,117,3,4,1,2024-11-01,2025-07-07,90876,248,22537248
971,851,64,51,1,2,2024-08-20,2025-01-01,31957,134,4282238
972,361,144,19,3,1,2024-06-03,2025-06-03,37602,365,13724730
973,753,19,69,3,2,2024-02-25,2024-10-13,51990,231,12009690
974,669,157,12,2,1,2024-03-15,2025-01-13,42386,304,12885344
975,990,47,27,4,1,2024-05-25,2025-03-13,126942,292,37067064
976,526,134,53,2,3,2024-10-11,2025-04-05,143357,176,25230832
977,353,117,38,2,3,2024-12-11,2025-01-17,104599,37,3870163
978,650,49,21,3,1,2024-08-10,2025-05-01,52723,264,13918872
979,30,97,7,1,2,2024-12-08,2025-12-03,147495,360,53098200
980,972,101,2,4,3,2024-03-12,2025-02-24,66899,349,23347751
981,679,154,20,2,2,2024-09-28,2025-09-11,135862,348,47279976
982,50,94,29,2,1,2024-07-13,2024-12-18,112501,158,17775158
983,173,12,12,3,3,2024-02-21,2025-02-20,82540,365,30127100
984,15,15,51,4,1,2024-09-10,2024-10-15,125020,35,4375700
985,668,133,89,4,2,2024-11-25,2025-04-21,109671,147,16121637
986,666,179,72,2,2,2024-06-12,2025-02-28,139322,261,36363042
987,163,88,31,3,2,2024-04-03,2024-08-26,102924,145,14923980
988,547,19,44,2,1,2024-04-20,2024-05-29,77422,39,3019458
989,490,35,77,3,3,2024-08-07,2024-11-09,41363,94,3888122
990,483,196,97,3,1,2024-09-08,2025-09-19,149075,376,56052200
991,619,141,56,3,3,2024-03-20,2024-09-24,123633,188,23243004
992,854,7,20,1,1,2024-09-07,2024-12-08,42466,92,3906872
993,915,52,87,1,1,2024-09-29,2025-06-15,102817,259,26629603
994,159,146,52,1,2,2024-01-07,2024-06-23,129184,168,21702912
995,945,127,3,1,2,2024-05-20,2024-11-11,113986,175,19947550
996,574,58,26,3,1,2024-03-26,2025-04-10,62652,380,23807760
997,182,140,54,1,1,2024-10-16,2025-06-03,46579,230,10713170
998,932,181,81,1,2,2024-08-23,2024-10-21,142450,59,8404550
999,370,181,86,2,1,2024-07-13,2025-07-26,74441,378,28138698
1000,446,165,19,1,1,2024-03-22,2024-04-22,134303,31,4163393
1001,968,71,73,4,2,2024-06-24,2025-04-04,85860,284,24384240
1002,580,6,97,1,1,2024-12-17,2025-02-23,121472,68,8260096
1003,144,79,80,1,1,2024-12-29,2025-05-08,59154,130,7690020
1004,70,5,72,1,1,2024-02-29,2025-03-29,102449,394,40364906
1005,821,115,80,1,3,2024-06-25,2024-09-25,97232,92,8945344
1006,350,121,56,2,1,2024-09-30,2025-10-24,55734,389,21680526
1007,100,69,61,1,1,2024-04-18,2024-09-03,111720,138,15417360
1008,42,30,54,2,3,2024-12-30,2025-06-20,85431,172,14694132
1009,946,105,96,1,2,2024-06-19,2025-06-30,108422,376,40766672
1010,573,3,37,4,2,2024-05-06,2025-03-06,34174,304,10388896
1011,525,56,78,4,2,2024-12-09,2025-04-26,44752,138,6175776
1012,591,194,3,3,2,2024-08-08,2025-06-06,115128,302,34768656
1013,419,183,42,3,2,2024-01-23,2024-08-16,149514,206,30799884
1014,951,127,92,3,3,2024-02-08,2024-04-14,43905,66,2897730
1015,603,75,25,4,1,2024-12-23,2025-04-25,33044,123,4064412
1016,639,3,80,1,1,2024-08-14,2024-12-08,60994,116,7075304
1017,894,131,51,3,2,2024-11-13,2025-06-06,35123,205,7200215
1018,3,99,14,1,3,2024-12-26,2025-12-19,59405,358,21266990
1019,320,143,11,2,3,2024-09-28,2025-05-26,113046,240,27131040
1020,834,32,13,4,3,2024-12-21,2025-03-22,124553,91,11334323
1021,97,167,47,3,1,2024-12-14,2025-08-25,105704,254,26848816
1022,330,162,31,3,3,2024-05-30,2025-01-07,78077,222,17333094
1023,164,86,90,1,1,2024-08-21,2025-02-10,48591,173,8406243
1024,715,6,77,4,3,2024-10-26,2025-02-23,94144,120,11297280
1025,844,94,15,3,1,2024-12-11,2025-09-30,145787,293,42715591
1026,265,75,51,2,1,2024-10-28,2025-06-21,55034,236,12988024
1027,688,153,77,2,2,2024-10-21,2025-04-27,95103,188,17879364
1028,761,48,66,3,2,2024-04-29,2024-08-09,70092,102,7149384
1029,906,4,1,4,2,2024-06-05,2024-08-18,72938,74,5397412
1030,928,197,1,3,2,2024-10-27,2025-02-13,91427,109,9965543
1031,456,49,59,4,3,2024-02-16,2024-11-01,50299,259,13027441
1032,80,16,93,1,2,2024-02-29,2024-04-16,53304,47,2505288
1033,745,172,6,3,3,2024-10-14,2024-12-09,34922,56,1955632
1034,545,144,17,4,1,2024-12-23,2026-01-23,112777,396,44659692
1035,460,54,19,3,2,2024-06-01,2024-10-08,139071,129,17940159
1036,541,96,32,2,1,2024-11-11,2025-01-21,83912,71,5957752
1037,644,138,90,2,1,2024-05-09,2025-05-30,104428,386,40309208
1038,287,164,95,2,3,2024-07-05,2025-01-04,148038,183,27090954
1039,329,75,31,2,1,2024-12-21,2025-01-20,121114,30,3633420
1040,342,43,74,1,2,2024-05-20,2024-11-20,59583,184,10963272
1041,494,3,2,1,2,2024-11-18,2024-12-25,123094,37,4554478
1042,677,172,52,3,1,2024-12-11,2025-05-02,77527,142,11008834
1043,43,163,63,1,1,2024-09-26,2025-10-10,145102,379,54993658
1044,293,191,87,4,1,2024-01-26,2024-12-14,140959,323,45529757
1045,729,150,83,4,3,2024-12-16,2025-06-18,34974,184,6435216
1046,31,43,7,2,2,2024-06-30,2024-12-01,136319,154,20993126
1047,796,49,42,2,2,2024-04-15,2024-12-17,58828,246,14471688
1048,770,49,8,4,1,2024-06-26,2025-03-14,88100,261,22994100
1049,320,92,1,1,2,2024-06-09,2025-04-15,119894,310,37167140
1050,626,193,16,2,1,2024-05-19,2025-01-04,44831,230,10311130
1051,491,139,94,3,1,2024-09-04,2024-11-01,31919,58,1851302
1052,251,87,27,4,3,2024-02-11,2025-01-25,79053,349,27589497
1053,150,148,74,2,2,2024-08-19,2025-01-20,99800,154,15369200
1054,962,168,71,3,1,2024-04-01,2025-02-28,100479,333,33459507
1055,860,81,87,1,2,2024-10-15,2025-09-10,144276,330,47611080
1056,899,169,54,4,1,2024-12-24,2025-04-13,60507,110,6655770
1057,141,4,98,3,1,2024-06-21,2025-01-27,115466,220,25402520
1058,965,63,43,3,3,2024-10-21,2025-08-24,52935,307,16251045
1059,626,34,79,1,2,2024-04-27,2024-10-06,83985,162,13605570
1060,513,36,79,2,1,2024-11-01,2025-09-20,93772,323,30288356
1061,342,41,55,3,3,2024-07-13,2025-02-21,81531,223,18181413
1062,236,74,32,2,1,2024-07-04,2025-07-09,51122,370,18915140
1063,326,145,16,4,2,2024-02-07,2025-02-02,52853,361,19079933
1064,174,119,9,4,2,2024-08-29,2025-09-19,134944,386,52088384
1065,791,89,50,1,1,2024-10-15,2025-02-03,144064,111,15991104
1066,949,100,40,4,3,2024-07-03,2025-05-01,38908,302,11750216
1067,968,37,21,2,2,2024-02-28,2025-01-01,57900,308,17833200
1068,891,148,77,3,2,2024-09-04,2025-03-19,148488,196,29103648
1069,133,152,17,2,3,2024-08-16,2024-11-16,44011,92,4049012
1070,741,110,48,3,3,2024-11-11,2025-03-29,94553,138,13048314
1071,858,163,43,2,2,2024-12-14,2025-07-22,64735,220,14241700
1072,511,162,98,2,3,2024-03-29,2025-03-13,148027,349,51661423
1073,559,161,11,3,1,2024-04-16,2025-04-19,119376,368,43930368
1074,385,21,86,1,2,2024-12-13,2025-12-16,120181,368,44226608
1075,823,18,69,2,1,2024-02-13,2025-02-27,37873,380,14391740
1076,704,88,80,1,2,2024-11-29,2025-02-03,48347,66,3190902
1077,630,12,78,1,2,2024-02-26,2025-03-30,125375,398,49899250
1078,10,4,78,3,3,2024-06-02,2025-01-23,57292,235,13463620
1079,961,27,44,2,2,2024-02-20,2024-04-26,82115,66,5419590
1080,525,25,59,3,1,2024-12-22,2025-03-09,42833,77,3298141
1081,956,66,37,4,3,2024-07-01,2024-11-02,32665,124,4050460
1082,679,67,91,3,2,2024-11-18,2025-03-21,117490,123,14451270
1083,521,164,23,2,1,2024-01-12,2024-03-23,51294,71,3641874
1084,754,181,59,3,1,2024-01-15,2024-07-04,50239,171,8590869
1085,247,35,22,4,1,2024-07-13,2025-03-02,131176,232,30432832
1086,452,77,38,2,1,2024-01-16,2024-06-09,115749,145,16783605
1087,26,102,97,2,1,2024-07-17,2025-04-20,55660,277,15417820
1088,746,55,20,1,3,2024-09-15,2025-07-06,133139,294,39142866
1089,325,67,89,1,3,2024-06-27,2024-12-21,146451,177,25921827
1090,96,135,82,1,1,2024-10-13,2024-12-11,79405,59,4684895
1091,797,86,37,1,2,2024-02-07,2024-07-01,84519,145,12255255
1092,234,141,38,1,1,2024-03-31,2024-12-13,109324,257,28096268
1093,224,15,1,4,2,2024-02-28,2024-08-21,47653,175,8339275
1094,145,97,80,3,1,2024-07-01,2025-03-03,137423,245,33668635
1095,604,63,67,1,1,2024-05-24,2025-04-30,45019,341,15351479
1096,340,58,99,4,2,2024-07-15,2025-06-01,120375,321,38640375
1097,571,94,30,4,2,2024-02-25,2024-11-11,99237,260,25801620
1098,345,61,40,4,3,2024-06-11,2024-08-15,45691,65,2969915
1099,754,152,69,4,3,2024-10-06,2025-08-08,83029,306,25406874
1100,374,38,35,1,2,2024-01-26,2024-06-27,65101,153,9960453
1101,793,179,32,3,3,2024-10-14,2025-04-15,142477,183,26073291
1102,466,73,18,4,3,2024-03-20,2025-01-01,94276,287,27057212
1103,15,106,99,1,2,2024-11-12,2025-10-15,74150,337,24988550
1104,437,34,48,3,2,2024-10-24,2025-08-13,61712,293,18081616
1105,246,184,77,1,2,2024-06-12,2024-10-31,47122,141,6644202
1106,491,129,66,2,3,2024-01-27,2024-08-10,90710,196,17779160
1107,125,154,60,4,3,2024-05-20,2024-10-31,91144,164,14947616
1108,753,179,32,3,3,2024-08-15,2025-03-03,144339,200,28867800
1109,625,200,32,2,3,2024-05-03,2025-03-08,107775,309,33302475
1110,143,51,49,4,1,2024-08-19,2025-09-10,84380,387,32655060
1111,979,66,14,1,1,2024-10-27,2025-04-19,74692,174,12996408
1112,351,49,54,2,3,2024-12-15,2025-05-14,61400,150,9210000
1113,210,101,10,2,2,2024-05-25,2025-05-16,107607,356,38308092
1114,1,180,28,3,1,2024-12-26,2025-03-21,47589,85,4045065
1115,247,148,64,2,1,2024-03-31,2024-09-21,30724,174,5345976
1116,29,114,3,2,2,2024-12-10,2025-12-27,138131,382,52766042
1117,484,95,5,3,2,2024-02-22,2025-02-12,34026,356,12113256
1118,607,146,22,1,1,2024-07-16,2025-06-10,57575,329,18942175
1119,371,94,76,1,1,2024-09-02,2025-08-26,97009,358,34729222
1120,877,178,81,1,2,2024-01-16,2024-05-12,53234,117,6228378
1121,967,112,1,2,1,2024-06-10,2024-07-31,110414,51,5631114
1122,306,133,28,1,3,2024-04-11,2025-03-24,96136,347,33359192
1123,638,136,6,1,1,2024-10-24,2025-05-23,39010,211,8231110
1124,402,149,2,3,3,2024-06-22,2024-10-23,85405,123,10504815
1125,274,96,95,3,1,2024-02-07,2024-08-31,129659,206,26709754
1126,210,78,43,1,2,2024-01-15,2024-12-16,76279,336,25629744
1127,522,83,80,2,1,2024-01-09,2024-08-08,111301,212,23595812
1128,143,188,69,3,3,2024-01-14,2024-10-02,99438,262,26052756
1129,673,22,45,4,3,2024-06-26,2025-01-31,85267,219,18673473
1130,885,141,76,4,2,2024-04-28,2024-11-22,98328,208,20452224
1131,369,193,25,1,1,2024-03-17,2025-04-03,88445,382,33785990
1132,573,15,42,4,1,2024-05-21,2025-05-29,38208,373,14251584
1133,977,124,38,2,3,2024-06-08,2024-12-11,82363,186,15319518
1134,705,120,58,2,3,2024-07-31,2025-06-25,79790,329,26250910
1135,404,67,22,3,1,2024-06-30,2025-04-23,123461,297,36667917
1136,882,19,75,1,1,2024-12-06,2025-02-22,116518,78,9088404
1137,43,136,85,2,2,2024-05-16,2025-04-24,98850,343,33905550
1138,589,105,89,2,3,2024-05-22,2025-03-09,75801,291,22058091
1139,253,151,90,3,3,2024-05-30,2025-05-11,105601,346,36537946
1140,181,18,64,1,1,2024-01-18,2024-12-05,149719,322,48209518
1141,517,187,80,1,3,2024-09-30,2025-10-10,130441,375,48915375
1142,714,126,70,2,1,2024-07-16,2025-03-03,58246,230,13396580
1143,739,89,96,4,1,2024-05-25,2024-07-16,63649,52,3309748
1144,748,92,10,3,2,2024-05-10,2024-09-19,89563,132,11822316
1145,289,191,20,3,3,2024-07-08,2024-09-30,109251,84,9177084
1146,414,111,43,3,1,2024-11-24,2025-03-20,110871,116,12861036
1147,114,117,63,3,2,2024-05-25,2025-01-21,123978,241,29878698
1148,617,130,89,1,1,2024-06-06,2025-07-01,95743,390,37339770
1149,804,63,10,4,1,2024-02-18,2024-12-26,128919,312,40222728
1150,485,51,17,1,1,2024-04-27,2024-11-04,34688,191,6625408
1151,313,151,87,3,2,2024-09-30,2025-04-29,56073,211,11831403
1152,333,64,31,4,1,2024-09-21,2025-04-30,91639,221,20252219
1153,651,7,2,3,2,2024-10-20,2025-04-19,92688,181,16776528
1154,673,97,68,4,3,2024-06-29,2025-03-07,145971,251,36638721
1155,477,3,88,1,2,2024-11-24,2025-12-07,109139,378,41254542
1156,248,114,91,3,2,2024-07-21,2024-09-26,78799,67,5279533
1157,411,129,86,1,1,2024-02-17,2024-07-27,100389,161,16162629
1158,328,185,6,3,1,2024-02-25,2024-04-25,43941,60,2636460
1159,98,122,14,1,1,2024-06-30,2025-06-09,76969,344,26477336
1160,406,71,88,3,1,2024-05-16,2024-08-27,32551,103,3352753
1161,849,129,70,2,2,2024-02-09,2024-11-06,48013,271,13011523
1162,615,119,23,1,1,2024-01-17,2024-03-11,79471,54,4291434
1163,134,149,39,4,2,2024-08-13,2025-03-07,30600,206,6303600
1164,853,185,87,4,2,2024-10-02,2025-09-29,52235,362,18909070
1165,214,20,93,1,1,2024-03-21,2025-04-07,137293,382,52445926
1166,615,144,89,1,2,2024-03-30,2024-06-22,130163,84,10933692
1167,568,161,47,1,2,2024-07-14,2025-04-14,98227,274,26914198
1168,727,66,78,3,1,2024-02-13,2024-06-05,144270,113,16302510
1169,767,81,5,4,1,2024-11-01,2025-08-27,33706,299,10078094
1170,293,83,93,1,3,2024-08-03,2025-03-19,142863,228,32572764
1171,778,75,23,2,1,2024-05-11,2025-04-01,89538,325,29099850
1172,588,176,97,3,1,2024-07-30,2025-07-26,74943,361,27054423
1173,350,66,2,2,2,2024-02-29,2024-08-07,124880,160,19980800
1174,104,88,93,4,2,2024-04-25,2024-06-12,84570,48,4059360
1175,569,117,53,4,3,2024-07-13,2024-12-07,102162,147,15017814
1176,464,51,52,3,3,2024-12-17,2025-04-05,67809,109,7391181
1177,471,140,68,3,2,2024-11-03,2025-01-18,92891,76,7059716
1178,690,105,47,2,1,2024-08-19,2025-06-10,45486,295,13418370
1179,709,35,96,2,3,2024-05-02,2025-04-30,55792,363,20252496
1180,180,38,11,3,1,2024-12-04,2025-07-14,97084,222,21552648
1181,297,6,66,1,1,2024-02-16,2024-09-30,143248,227,32517296
1182,903,117,22,3,2,2024-04-19,2024-12-24,52344,249,13033656
1183,595,161,4,1,2,2024-06-05,2025-06-02,99415,362,35988230
1184,418,199,66,3,2,2024-07-20,2024-08-25,37128,36,1336608
1185,973,132,68,3,1,2024-09-03,2025-04-15,90747,224,20327328
1186,672,194,13,2,3,2024-05-30,2025-05-15,131931,350,46175850
